CLASSE,ESPECIFICACAO,ESPECIFICACOES_CORRELATAS
7,"Atuadores lineares pneumáticos ou hidráulicos, exceto para veículos terrestres",Cl.9: Atuadores lineares elétricos | Cl.12: Engates para veículos terrestres | Cl.12: Circuitos hidráulicos para veículos | Cl.12: Engrenagem para veículos terrestres | Cl.12: Embreagens para veículos terrestres | Cl.12: Rodas livres para veículos terrestres | Cl.12: Conversor de torque para veículos terrestres | Cl.12: Coxim de motor para veículos terrestres | Cl.12: Atuadores lineares pneumáticos ou hidráulicos para veículos terrestres | Cl.12: Revestimentos para embreagem para veículos terrestres
7,Máquinas para aplicação de goma,Cl.1: Goma tragacanta para uso industrial [alcatira] | Cl.1: Goma arábica para uso industrial | Cl.1: Preparações para desengomar | Cl.3: Goma de amido para lavanderia | Cl.10: Recipientes para aplicação de medicamentos | Cl.17: Goma bruta ou semitrabalhada | Cl.24: Tecidos adesivos para aplicação a quente | Cl.40: Aplicação de aviamentos em têxteis | Cl.40: Serviços de aplicação de película em vidros de carros
7,Bioimpressoras 3d,Cl.6: Metais em folha ou pó para impressoras 3d | Cl.9: Óculos 3d | Cl.9: Escâneres [scanners] 3d | Cl.17: Filamentos plásticos para impressão 3d | Cl.40: Impressão 3d para terceiros
7,Máquinas de gravação a laser portáteis,"Cl.9: Laser, exceto para uso médico | Cl.9: Tocadores portáteis de mídia | Cl.9: Sinalizadores a laser para resgate | Cl.11: Forjas portáteis | Cl.20: Escrivaninhas portáteis | Cl.21: Geleiras portáteis, não elétricas | Cl.40: Gravação [entalhe] | Cl.40: Marcação a laser | Cl.41: Serviços de estúdios de gravação | Cl.43: Aluguel de vestiários portáteis"
7,Robôs domésticos para limpeza e lavanderia com inteligência artificial,Cl.3: Anil para lavanderia | Cl.5: Sêmen para inseminação artificial | Cl.9: Robôs humanoides com inteligência artificial para uso em pesquisa científica | Cl.9: Robôs de telepresença | Cl.9: Robôs humanoides com inteligência artificial para preparar bebidas | Cl.9: Escâneres [scanner] biométricos Robôs humanoides com inteligência artificial para uso em limpeza doméstica e 9 lavanderia | Cl.35: Serviços de inteligência competitiva | Cl.37: Lavanderia | Cl.37: Serviços domésticos [serviços de limpeza] | Cl.42: Consultoria em inteligência artificial | Cl.42: Pesquisa na área de tecnologia de inteligência artificial | Cl.42: Inteligência artificial como serviço [AIaaS] | Cl.44: Inseminação artificial
7,Máquinas automáticas de venda de bilhetes,"Cl.6: Catracas [borboletas] de metal, não automáticas | Cl.8: Instrumentos para perfurar bilhetes | Cl.16: Bilhetes | Cl.35: Aluguel de máquinas de autosserviço Aluguel de máquinas automáticas de venda | Cl.39: Reabastecimento de máquinas automáticas de venda"
7,Máquinas de liberação de fluidos para uso industrial,Cl.1: Fluidos auxiliares para uso com abrasivos | Cl.1: Goma tragacanta para uso industrial [alcatira] | Cl.1: Ágar-ágar para uso industrial | Cl.1: Álcool para uso industrial | Cl.1: Amido para uso industrial | Cl.1: Goma arábica para uso industrial | Cl.1: Sulfimida benzóica para uso industrial | Cl.1: Ácido bórico para uso industrial | Cl.1: Ácido cítrico para uso industrial | Cl.1: Preparações desidratantes para uso industrial | Cl.1: Diástase para uso industrial | Cl.1: Dolomita para uso industrial | Cl.1: Glicerina para uso industrial | Cl.1: Preparações de enzima para uso industrial | Cl.1: Farinha para uso industrial | Cl.1: Grafite para uso industrial | Cl.1: Fluidos para freios | Cl.1: Gases solidificados para uso industrial | Cl.1: Isótopos para uso industrial | Cl.1: Casca de mangue para uso industrial | Cl.1: Sais para uso industrial | Cl.1: Oxigênio para uso industrial | Cl.1: Água oxigenada para uso industrial | Cl.1: Fenol para uso industrial | Cl.1: Fécula de batata para uso industrial | Cl.1: Quebracho para uso industrial | Cl.1: Cáusticos para uso industrial | Cl.1: Soda cáustica para uso industrial | Cl.1: Fuligem para uso industrial ou agrícola | Cl.1: Farinha de tapioca para uso industrial | Cl.1: Dióxido de titânio para uso industrial | Cl.1: Produtos amaciadores de carne para uso industrial | Cl.1: Preparações para acelerar cozimento para uso industrial | Cl.1: Caseína para uso industrial | Cl.1: Óxido de cobalto para uso industrial | Cl.1: Cola para uso industrial | Cl.1: Emolientes para uso industrial | Cl.1: Glicose para uso industrial | Cl.1: Fluido magnético para uso industrial | Cl.1: Lecitina para uso industrial | Cl.1: Lactose para uso industrial | Cl.4: Óleo de colza para uso industrial | Cl.4: Óleo de ossos para uso industrial | Cl.4: Óleo de girassol para uso industrial | Cl.4: Óleo de rícino para uso industrial | Cl.4: Fluidos de corte | Cl.9: Aparelhos para radiologia para uso industrial | Cl.9: Telas radiológicas para uso industrial | Cl.11: Aparelhos de cromatografia para uso industrial
7,Bombas de gasolina para postos de combustível,"Cl.4: Combustível* | Cl.4: Gasolina | Cl.4: Etanol [combustível] | Cl.9: Medidores de gasolina | Cl.20: Latões de gasolina, não metálicos | Cl.37: Serviços de postos de gasolina [reabastecimento e manutenção de veículos]"
7,Agulhas para máquinas para tricotar,Cl.8: Agulhas para tatuagens | Cl.10: Agulhas para sutura | Cl.26: Agulhas * | Cl.26: Agulhas de sapateiro | Cl.26: Agulhas para encadernar | Cl.26: Agulhas para cerzir | Cl.26: Agulhas de seleiro | Cl.26: Agulhas para tricotar | Cl.26: Agulhas de crochê | Cl.26: Enfia-agulhas | Cl.40: Aluguel de máquinas de tricotar
7,Agulhas para máquinas de costura,Cl.8: Agulhas para tatuagens | Cl.10: Agulhas para sutura | Cl.26: Agulhas * | Cl.26: Agulhas de sapateiro | Cl.26: Agulhas de costura | Cl.26: Agulhas para encadernar | Cl.26: Agulhas para cerzir | Cl.26: Agulhas de seleiro | Cl.26: Agulhas de crochê | Cl.26: Caixas para agulhas de costura | Cl.26: Enfia-agulhas
7,Agulhas para máquinas cardadoras de lã,Cl.8: Agulhas para tatuagens | Cl.10: Agulhas para sutura | Cl.21: Refugos de lã para limpeza | Cl.22: Lã cardada | Cl.22: Lã penteada | Cl.22: Lã [velo] | Cl.22: Lã tosquiada | Cl.23: Fios de lã | Cl.24: Tecido de lã frisado | Cl.24: Tecidos de lã | Cl.26: Agulhas * | Cl.26: Agulhas de sapateiro | Cl.26: Agulhas para encadernar | Cl.26: Agulhas para cerzir | Cl.26: Agulhas de seleiro | Cl.26: Agulhas de crochê | Cl.26: Enfia-agulhas | Cl.40: Tratamento de lã
7,Máquinas de carregamento de fornalhas,"Cl.9: Fornos para laboratórios | Cl.11: Recipientes de refrigeração para fornalhas | Cl.11: Recipientes de refrigeração para fornalhas | Cl.11: Fornos, exceto para uso em laboratório | Cl.11: Acessórios moldados para fornos | Cl.11: Fornalhas de cozinha [fogões] | Cl.11: Fogões solares [fornalhas] | Cl.19: Cimento para fornalhas | Cl.37: Carregamento de baterias de veículos | Cl.39: Carregamento de bagagens"
7,Pinhões de motor de partida,Cl.4: Combustível para motor | Cl.4: Óleo para motor | Cl.12: Bicicleta a motor | Cl.12: Coxim de motor para veículos terrestres | Cl.28: Blocos de partida para esportes
7,Máquinas para fabricação de semicondutores,Cl.1: Preparações para fabricação de flashes | Cl.9: Máquinas de somar | Cl.9: Máquinas para pesar | Cl.9: Máquinas de calcular | Cl.9: Máquinas de ditar | Cl.9: Máquinas para votar | Cl.9: Semicondutores | Cl.16: Máquinas para endereçar | Cl.16: Numeradores [máquinas para numerar] | Cl.28: Máquinas de videogame [fliperamas] | Cl.40: Fabricação de pães sob encomenda | Cl.40: Encapsulamento de semicondutores para terceiros
7,Aparelhos de exposição de semicondutores usados em operações de fabricação,Cl.9: Semicondutores | Cl.36: Operações bancárias de hipoteca | Cl.40: Fabricação de pães sob encomenda | Cl.40: Encapsulamento de semicondutores para terceiros
7,Máquinas para fazer molho de soja,"Cl.11: Máquinas de fazer pão | Cl.11: Máquinas para fazer tortilhas, elétricas | Cl.11: Máquinas de fazer sorvete | Cl.11: Máquinas elétricas para fazer leite de soja | Cl.11: Máquinas para fazer neve | Cl.21: Máquinas para fazer tortilhas, não elétricas [utensílio de cozinha] | Cl.21: Frascos para servir molho de soja | Cl.29: Hambúrguer de soja | Cl.30: Ketchup [molho] | Cl.30: Molho de soja | Cl.30: Molho para salada | Cl.30: Molho holandês"
7,Máquinas para fazer missô,"Cl.8: Aparelhos para fazer tatuagens | Cl.9: Máquinas de somar | Cl.9: Máquinas para pesar | Cl.9: Máquinas de calcular | Cl.9: Máquinas de ditar | Cl.9: Máquinas para votar | Cl.11: Máquinas de fazer pão | Cl.11: Máquinas para fazer tortilhas, elétricas | Cl.11: Máquinas de fazer sorvete | Cl.11: Máquinas elétricas para fazer leite de soja | Cl.11: Máquinas para fazer neve | Cl.11: Máquinas para fazer cerveja, elétricas, para fins domésticos | Cl.16: Máquinas para endereçar | Cl.16: Numeradores [máquinas para numerar] | Cl.16: Aparelhos para fazer vinhetas | Cl.21: Máquinas para fazer tortilhas, não elétricas [utensílio de cozinha] | Cl.21: Máquinas manuais para fazer macarrão | Cl.28: Máquinas de videogame [fliperamas]"
7,Braços robóticos para preparar bebidas,Cl.9: Robôs humanoides com inteligência artificial para preparar bebidas | Cl.21: Canudos para bebidas | Cl.21: Bolsas [almofadas] aquecedoras para preparar comidas e bebidas | Cl.32: Bebidas isotônicas | Cl.32: Bebidas energéticas
7,Pistolas para jateamento de areia,"Cl.1: Areia de fundição | Cl.5: Desodorizantes para caixas de areia | Cl.8: Pistolas [ferramentas manuais] | Cl.8: Pistolas para extrusão de mástiques, acionadas manualmente | Cl.8: Ancinhos coletores de areia | Cl.8: Pistolas para calafetar, não elétricas | Cl.10: Pistolas para medicação [uso veterinário] | Cl.10: Pistolas de massagem elétricas | Cl.13: Pistolas [armas] | Cl.13: Pistolas lançadoras de foguetes | Cl.13: Pistolas de largada | Cl.19: Areia argentífera | Cl.19: Areia, exceto areia para fundição | Cl.19: Areia para aquários | Cl.19: Areia para brincar | Cl.28: Espoletas para pistolas [brinquedos] | Cl.28: Pistolas de brinquedos | Cl.28: Caixas de areia para parquinhos [playground] | Cl.31: Areia para banheiros de animais de estimação"
7,"Pontes telescópicas para embarque de passageiros, eletromecânicas",Cl.6: Escadas móveis de metal para embarque de passageiros | Cl.20: Escadas móveis não metálicas para embarque de passageiros | Cl.39: Transporte de passageiros
7,Trocadores automáticos de ferramentas para robôs industriais,Cl.9: Interruptores cronométricos automáticos | Cl.9: Robôs de telepresença | Cl.40: Aluguel de robôs industriais para uso em fabricação
7,Máquinas de descarga elétrica [EDM],"Cl.4: Energia elétrica | Cl.9: Indicadores de perda elétrica | Cl.11: Caixas de descarga [sanitários] | Cl.11: Minigeladeira portátil [caixa térmica], elétrica | Cl.11: Aparelhos de descarga sanitária | Cl.28: Trajes de estimulação elétrica muscular para esportes | Cl.39: Serviços de carga e descarga para barcaças"
7,Centros de usinagem para metalurgia,Cl.1: Cimento [metalurgia] | Cl.4: Óleo dielétrico para uso em metalurgia | Cl.6: Lingotes [metalurgia] | Cl.21: Adornos para centros de mesa | Cl.43: Acomodação temporária fornecida por centros de reabilitação | Cl.44: Serviços de centros médicos
7,Elevadores mecânicos para empilhar veículos,Cl.9: Sinais mecânicos | Cl.9: Transformadores elevadores | Cl.10: Guinchos elevadores de pacientes | Cl.11: Degeladores para veículos | Cl.12: Truques para veículos ferroviários | Cl.12: Lagartas para veículos | Cl.12: Para-choques de veículos | Cl.12: Veículos espaciais | Cl.12: Furgões [veículos] | Cl.12: Veículos refrigerados | Cl.12: Veículos náuticos | Cl.12: Elevadores para esqui | Cl.12: Estofamentos para veículos | Cl.12: Buzinas para veículos | Cl.12: Patinetes [veículos] | Cl.12: Spoilers para veículos | Cl.12: Veículos blindados | Cl.12: Retrovisores laterais para veículos | Cl.12: Veículos anfíbios | Cl.12: Veículos todo o terreno | Cl.21: Mata-moscas [mecânicos] | Cl.42: Vistoria de veículos automotores
7,Turbocarregadores para motores,"Cl.1: Preparações químicas para descarbonização de motores | Cl.1: Preparações antifervura para substâncias refrigerantes de motores | Cl.1: Líquidos de arrefecimento para motores de veículos | Cl.9: Cabos de ignição para motores | Cl.12: Capôs para motores de veículos | Cl.12: Cárteres para componentes de veículos, exceto para motores | Cl.12: Motores para bicicletas | Cl.12: Motores elétricos para veículos terrestres | Cl.12: Motores para veículos terrestres | Cl.12: Motores de propulsão para veículos terrestres | Cl.12: Motores a jato para veículos terrestres | Cl.12: Bielas para veículos terrestres, exceto peças de motores | Cl.12: Motores de motocicleta | Cl.37: Recondicionamento de motores desgastados ou parcialmente destruídos | Cl.39: Aluguel de motores de aeronaves"
7,Splicers de fusão de fibra óptica,Cl.9: Apertômetros [óptica] | Cl.9: Objetivas [lentes] [óptica] | Cl.9: Prismas [óptica] | Cl.9: Cabos de fibra óptica | Cl.38: Comunicação por redes de fibra óptica | Cl.9: Apertômetros [óptica] | Cl.9: Objetivas [lentes] [óptica] | Cl.9: Prismas [óptica] | Cl.9: Cabos de fibra óptica | Cl.38: Comunicação por redes de fibra óptica
7,Emendador de fusão de fibra óptica,Cl.9: Apertômetros [óptica] | Cl.9: Objetivas [lentes] [óptica] | Cl.9: Prismas [óptica] | Cl.9: Cabos de fibra óptica | Cl.38: Comunicação por redes de fibra óptica | Cl.9: Apertômetros [óptica] | Cl.9: Objetivas [lentes] [óptica] | Cl.9: Prismas [óptica] | Cl.9: Cabos de fibra óptica | Cl.38: Comunicação por redes de fibra óptica
7,Máquinas para descaroçar frutas,"Cl.8: Cortadores de frutas em fatias | Cl.8: Descaroçador de frutas | Cl.8: Fatiadores de frutas manuais | Cl.8: Descaroçadores de frutas, operados manualmente | Cl.9: Máquinas de somar | Cl.9: Máquinas para pesar | Cl.9: Máquinas de calcular | Cl.9: Máquinas de ditar | Cl.9: Máquinas para votar | Cl.11: Torrefadores de frutas | Cl.16: Máquinas para endereçar | Cl.16: Numeradores [máquinas para numerar] | Cl.28: Máquinas de videogame [fliperamas] | Cl.29: Frutas em conserva | Cl.29: Frutas congeladas | Cl.29: Frutas cristalizadas | Cl.29: Frutas cristalizadas | Cl.29: Frutas cozidas | Cl.29: Polpas de frutas | Cl.29: Geleias de frutas cítricas | Cl.29: Saladas de frutas | Cl.29: Cascas [raspas] de frutas | Cl.29: Frutas conservadas em álcool | Cl.29: Frutas enlatadas | Cl.29: Arranjos de frutas processadas | Cl.29: Frutas silvestres/frutas vermelhas em conserva | Cl.29: Pasta de frutas prensadas | Cl.29: Frutas processadas | Cl.30: Geleias de frutas [confeitos] | Cl.30: Coulis de frutas [molhos] | Cl.30: Confeitaria à base de frutas | Cl.31: Frutas cítricas frescas | Cl.31: Frutas silvestres/frutas vermelhas frescas | Cl.31: Frutas frescas | Cl.31: Resíduos de frutas | Cl.31: Amêndoas [frutas] | Cl.31: Arranjos de frutas frescas | Cl.32: Sucos de frutas | Cl.32: Néctares de frutas não alcoólicos | Cl.32: Bebidas de frutas secas não alcoólicas | Cl.40: Extração de suco de frutas"
7,Vedações mecânicas enquanto peças de máquinas,"Cl.6: Válvulas de metal, exceto peças de máquinas | Cl.11: Caldeiras, exceto peças de máquinas | Cl.11: Condensadores de gás, exceto peças de máquinas | Cl.20: Válvulas de plástico, exceto peças de máquinas"
7,Motores de popa,"Cl.1: Preparações químicas para descarbonização de motores | Cl.1: Preparações antifervura para substâncias refrigerantes de motores | Cl.1: Líquidos de arrefecimento para motores de veículos | Cl.9: Cabos de ignição para motores | Cl.12: Capôs para motores de veículos | Cl.12: Cárteres para componentes de veículos, exceto para motores | Cl.12: Motores para bicicletas | Cl.12: Motores elétricos para veículos terrestres | Cl.12: Motores para veículos terrestres | Cl.12: Motores de propulsão para veículos terrestres | Cl.12: Motores a jato para veículos terrestres | Cl.12: Bielas para veículos terrestres, exceto peças de motores | Cl.12: Motores de motocicleta | Cl.37: Recondicionamento de motores desgastados ou parcialmente destruídos | Cl.39: Aluguel de motores de aeronaves"
