numero_base,classe,descricao
310104,31,Videira [pés de vinha]
310105,31,Pinhas de pinheiro
310106,31,Pimentões [planta]
310107,31,Plantas secas para decoração
310108,31,Alho-poró fresco
310109,31,Ervilhas frescas
310110,31,Batatas frescas
310111,31,Preparações para postura de aves de criação
310112,31,Alimento para animais confinados
310114,31,Raízes para consumo animal
310115,31,Uvas frescas
310116,31,Ruibarbo fresco
310117,31,Roseiras
310118,31,Centeio
310119,31,Bichos-da-seda
310120,31,Gergelim comestível não processado
310121,31,Trufas frescas
310122,31,Resíduo de destilação
310123,31,Aves de criação vivas
310124,31,Algarobilho para consumo animal
310125,31,Amêndoas [frutas]
310126,31,Amendoins frescos
310127,31,Farinha de amendoim para animais
310128,31,Torta de amendoim para animais
310129,31,"Subprodutos do processamento de cereais, para consumo animal"
310131,31,Bagaços de cana-de-açúcar [matéria-prima]
310132,31,"Iscas para pesca, vivas"
310133,31,"Lagostins de água doce, vivos"
310134,31,Crustáceos vivos
310135,31,Lagostas vivas
310136,31,Mexilhões vivos
310137,31,Ostras vivas
310138,31,Alimentos para animais de estimação
310139,31,Cascas de árvore em bruto
310140,31,Lagostas espinhosas vivas
310141,31,Objetos comestíveis para mascar para animais
310142,31,Bebidas para animais de estimação
310143,31,Farinha de peixe para consumo animal
310144,31,Arroz não processado
310145,31,Pepinos-do-mar vivos
310146,31,Papel granulado [forração] para animais de estimação
310147,31,Areia higiênica aromática para animais de estimação
310148,31,Aloe vera [planta]
310149,31,Espinafre fresco
310150,31,Linhaça para consumo animal
310151,31,Farinha de linhaça para consumo animal
310152,31,Gérmen de trigo para consumo animal
310153,31,Alcachofras frescas
310154,31,Arenques vivos
310155,31,Salmão vivo
310156,31,Sardinhas vivas
310157,31,Atum vivo
310158,31,Alho fresco
310159,31,Abobrinhas frescas
310160,31,Linhaça comestível não processada
310161,31,Arranjos de frutas frescas
310162,31,Anchovas vivas
310163,31,"Insetos comestíveis, vivos"
310164,31,Espigas de milho não processadas [abertas ou fechadas]
310165,31,Quinoa não processada
310166,31,Trigo sarraceno não processado
310167,31,Carpas koi vivas
310168,31,Moluscos vivos
310169,31,Iscas de pesca liofilizadas
310170,31,"Flores comestíveis, frescas"
310171,31,Gengibre fresco
310172,31,Grãos de soja frescos
310173,31,Plantas de cannabis
310174,31,Cannabis não processada
310175,31,Feixes de ramos de bétula para sauna
310176,31,Sementes de abóbora não processadas
310177,31,Sementes de cânhamo não processadas
310178,31,Espelta não processada
310179,31,Gatária
310180,31,Espelta pequena não processada
310181,31,Areia para banheiros de animais de estimação
310182,31,"Fruto do café, não processado"
310183,31,Aparas de madeira para cama para animais
310184,31,Tâmaras frescas
310185,31,Abacates frescos
320001,32,Extratos de fruta não alcoólicos
320002,32,Cerveja
320003,32,Cerveja de gengibre
320004,32,Malte [cerveja]
320005,32,Cerveja não fermentada [mosto de cerveja]
320006,32,Bebidas não alcoólicas à base de fruta
320007,32,Bebidas à base de soro de leite
320008,32,Preparações para fazer bebidas não alcoólicas
320009,32,Essências não alcoólicas para fazer bebidas
320010,32,Suco de fruta
320010,32,Sucos de frutas
320011,32,Xaropes para bebidas
320012,32,Águas [bebidas]
320013,32,Produtos para fazer água gaseificada
320013,32,Produtos para fazer água gaseificada por adição de gás carbônico
320014,32,Água litinada
320015,32,Água mineral [bebida]
320017,32,Água de seltz
320018,32,Águas minerais engarrafadas
320019,32,Mosto
320020,32,Limonadas
320021,32,Extratos de lúpulo para fazer cerveja
320022,32,"Sucos de frutas, verduras e legumes [bebidas]"
320023,32,Xaropes para limonada
320025,32,Mosto de malte
320026,32,Mosto de uva não fermentado
320027,32,Orchata
320028,32,Água de soda
320029,32,Bebidas à base de sorvetes
320030,32,Suco de tomate [bebida]
320031,32,Bebidas não alcoólicas
320033,32,Pastilhas para bebidas efervescentes
320034,32,Pós para bebidas efervescentes
320035,32,Água gaseificada
320035,32,Água gaseificada por adição de gás carbônico
320041,32,Salsaparrilha [bebida não alcoólica]
320042,32,Aperitivos não alcoólicos
320043,32,Coquetéis não alcoólicos
320044,32,Néctares de frutas não alcoólicos
320045,32,Bebidas isotônicas
320047,32,Sidra não alcoólica
320048,32,Kvass
320049,32,Bebidas não alcoólicas à base de mel
320050,32,Smoothies [bebida à base de frutas e legumes]
320051,32,Bebidas não alcoólicas à base de aloe vera/babosa
320052,32,Coquetéis à base de cerveja
320053,32,"Bebidas à base de soja, exceto substitutas do leite"
320054,32,Bebidas para esportistas enriquecidas com proteínas
320055,32,"Bebidas à base de arroz, exceto substitutas do leite"
320056,32,Bebidas não alcoólicas com sabor de café
320057,32,Bebidas não alcoólicas com sabor de chá
320058,32,Refrigerantes
320059,32,Vinho de cevada [cerveja]
320060,32,Bebidas energéticas
320061,32,Bebidas de frutas secas não alcoólicas
320062,32,Shandy [cervejas misturadas com bebidas não alcoólicas]
320063,32,Misturas secas à base de amido para preparação de bebidas
320064,32,Coquetéis à base de cerveja não alcoólica
320065,32,Cerveja sem álcool
320066,32,Pós para fazer refrigerantes
320067,32,Lúpulo congelado para fabricação de cerveja
320068,32,Pellets de lúpulo para fabricação de cerveja
320069,32,Lúpulo seco para fazer cerveja
320070,32,Bebidas não alcoólicas à base de vinagre de frutas
320071,32,Cervejas de uva
330001,33,Licores de menta
330002,33,Extratos de fruta alcoólicos
330003,33,Bebidas amargas [licor]
330004,33,Anis [licor]
330005,33,Anisete [licor de anis]
330006,33,Aperitivos *
330007,33,Araca [áraque]
330007,33,Áraque [araca]
330008,33,Bebidas destiladas
330009,33,Sidra
330010,33,Coquetéis*
330011,33,Curaçau
330012,33,Digestivos [licores e destilados]
330013,33,Vinho
330014,33,Gim
330015,33,Licores
330016,33,Hidromel [mulso]
330016,33,Mulso [hidromel]
330017,33,Quirche [kirsch]
330018,33,Destiladas [bebidas alcoólicas] [espirituosas]
330019,33,Brandy
330020,33,Aguapé
330021,33,Mosto de pêra [vinho de pêra]
330022,33,Saquê
330023,33,Uísque
330024,33,Essências alcoólicas
330025,33,Extratos alcoólicos
330026,33,"Bebidas alcoólicas, exceto cerveja"
330031,33,Bebidas alcoólicas contendo frutas
330032,33,Aguardente de arroz
330033,33,Rum
330034,33,Vodca
330035,33,Bebidas alcóolicas prontas
330036,33,Bebidas alcoólicas à base de cana-de-açúcar
330037,33,Bebidas alcoólicas destiladas à base de grãos
330038,33,Bebidas à base de vinho
330039,33,Soju [bebida destilada coreana]
330040,33,Makkoli [vinho de arroz coreano]
330041,33,Água de seltz alcoólica
330042,33,"Bebidas alcoólicas de malte fermentadas, aromatizadas, exceto cervejas"
330043,33,Vinho de arroz
340001,34,Fósforos
340002,34,Boquilhas de âmbar amarelo para piteiras de cigarro e charuto
340003,34,Fumo
340004,34,Bolsas para tabaco [fumo]
340005,34,Piteiras para cigarro
340006,34,Filtros de cigarro
340007,34,Isqueiros para fumantes
340008,34,Recipientes de gás para isqueiros para charutos
340009,34,Cachimbos para tabaco
340010,34,Pacotes de papéis para cigarros
340011,34,Papel absorvente para cachimbos de tabaco
340012,34,Fumo para mascar
340013,34,Charutos
340014,34,Cortadores de charuto
340015,34,Charuteiras
340016,34,Cigarreiras
340017,34,Piteiras para charuto
340019,34,"Cigarros contendo sucedâneos de fumo, exceto para uso médico"
340020,34,Cigarros*
340021,34,Enrolador de cigarros
340022,34,Piteiras longas para cigarro
340023,34,Boquilhas para piteiras para cigarros
340024,34,Papel de cigarro
340025,34,Cigarrilhas
340026,34,Limpadores para cachimbos [cachimbos para tabaco]
340027,34,Pedras de isqueiro para fumantes
340028,34,Ervas para fumar *
340030,34,Suportes para cachimbo [cavaletes] [cachimbos para tabaco]
340031,34,Porta-fósforos
340032,34,Recipientes para fumo
340033,34,Rapé
340034,34,Caixas de rapé
340035,34,Caixas de fósforos
340036,34,Cinzeiros
340037,34,Escarradeira para usuários de tabaco
340038,34,Umidificadores [caixas para conservar tabaco suficientemente úmido]
340039,34,Cigarros eletrônicos
340040,34,Soluções líquidas para uso em cigarros eletrônicos
340041,34,Vaporizadores para fumantes
340042,34,Flavorizantes/aromatizantes para tabaco
340043,34,Flavorizantes/aromatizantes para uso em cigarros eletrônicos
340044,34,Pavios para isqueiros
340045,34,Narguilé
340046,34,Dispositivos para aquecimento de tabaco para fins de inalação
340047,34,"Sachês de nicotina como substituto do tabaco, exceto para fins medicinais"
350001,35,Auxílio em gestão de negócios
350002,35,Levantamentos de informações de negócios
350003,35,Serviços de afixação de mensagens publicitárias
350005,35,Serviços de agências de importação-exportação
350006,35,Serviços de agências de informação comercial
350007,35,Análise de custo
350008,35,Distribuição de material publicitário
350009,35,Serviços de fotocópias
350012,35,Serviços de agências de emprego
350015,35,Contabilidade
350015,35,Guarda-livro [contabilidade]
350016,35,Elaboração de extratos de contas
350017,35,Auditoria em negócios
350019,35,Consultoria em gestão de pessoal
350020,35,Consultoria em gestão de negócios
350022,35,Digitação
350023,35,Demonstração de produtos
350024,35,Publicidade por mala direta
350025,35,Assessoria em gestão comercial ou industrial
350027,35,Atualização de material publicitário
350028,35,Distribuição de amostras
350029,35,Especialistas em eficiência de negócios
350030,35,Leilões
350031,35,Estudos de marketing
350032,35,Avaliações de negócios
350033,35,Investigações [estudo] sobre negócios
350035,35,Aluguel de material publicitário
350036,35,Consultoria em organização de negócios
350038,35,Publicação de textos publicitários
350039,35,Propaganda
350039,35,Publicidade
350040,35,Comerciais de rádio
350041,35,Pesquisa em negócios
350042,35,Relações públicas
350043,35,Taquigrafia
350044,35,Comerciais de televisão
350045,35,Transcrição de comunicações [funções de escritório]
350046,35,Decoração de vitrines
350047,35,Serviços de agências de propaganda
350047,35,Serviços de agências de publicidade
350048,35,Serviços de assessoria em gestão de negócios
350049,35,Agências de modelos para publicidade ou promoção de vendas
350051,35,Pesquisa de marketing
350061,35,Gestão computadorizada de arquivos
350062,35,Consultoria profissional em negócios
350063,35,Previsões econômicas
350064,35,Organização de exposições para fins comerciais ou publicitários
350065,35,Provimento de informações de negócios
350066,35,Pesquisas de opinião
350067,35,Preparação de folha de pagamento
350068,35,Recrutamento de pessoal
350069,35,Serviços administrativos para realocação de empresas
350070,35,Aluguel de espaço publicitário
350071,35,Promoção de vendas para terceiros
350072,35,Serviços de secretariado
350073,35,Preparação de declarações de impostos
350074,35,Serviços de caixa postal de voz [secretária eletrônica]
350075,35,Processamento de texto
350076,35,Vendas de assinaturas de jornal para terceiros
350077,35,Publicidade por catálogos de vendas
350078,35,Gestão administrativa de hotéis
350079,35,Agenciamento de artistas
350080,35,Compilação de informação em bancos de dados de computador
350081,35,Sistematização de informações em bancos de dados de computador
350082,35,Organização de feiras comerciais
350083,35,Aluguel de máquinas fotocopiadoras
350084,35,Publicidade on-line em rede de computadores
350085,35,Serviços de compras para terceiros [compra de produtos e serviços para outras empresas]
350086,35,Busca de dados em arquivos de computador para terceiros
350087,35,Aluguel de tempo de publicidade em meios de comunicação
350088,35,Serviços de clipping
350089,35,Aluguel de máquinas de autosserviço Aluguel de máquinas automáticas de venda
350090,35,"Testes psicológicos, para seleção de pessoal"
350091,35,Comparação de preços
350092,35,Apresentação de produtos em meios de comunicação para fins de comércio varejista
350093,35,de informação comercial e de aconselhamento a consumidores para escolha de produtos e
350094,35,Venda de assinaturas de serviços de telecomunicações para terceiros
350095,35,Processamento administrativo de pedidos de compra
350096,35,Administração comercial do licenciamento de produtos e serviços de terceiros
350097,35,Terceirização [assistência empresarial]
350098,35,Faturamento
350099,35,Redação de textos publicitários
350100,35,Compilações de estatísticas
350101,35,Serviços de layout para fins publicitários
350102,35,Captação de patrocínio
350103,35,Organização de eventos de moda para fins promocionais
350104,35,Produção de filmes publicitários
350105,35,Administração de negócios de esportistas
350106,35,Marketing
350107,35,Serviços de telemarketing
350108,35,"supplies no varejo, de preparações sanitárias, farmacêuticas e veterinárias e de suprimentos médico"
350109,35,Aluguel de estande de vendas
350110,35,Provimento de informações sobre contatos comerciais e de negócios
350111,35,Otimização de ferramenta de busca para fins de promoção de vendas
350112,35,Otimização de tráfego de website
350113,35,Publicidade pay-per-click
350114,35,Serviços de intermediação comercial
350115,35,Gestão de negócios para provedores de serviços freelance
350116,35,Negociação e conclusão de transações comerciais para terceiros
350117,35,Atualização e manutenção de dados em bancos de dados de computadores
350118,35,Serviços de gestão de negócios para projetos de construção
350119,35,Provimento de informações de negócios através de um website
350120,35,Provimento de mercado on-line para compradores e vendedores de produtos e serviços [marketplace]
350121,35,Desenvolvimento de conceitos de campanha publicitária
350122,35,Gestão administrativa terceirizada para empresas
350123,35,Serviço de declaração de impostos
350124,35,Administração de negócios de programas de reembolso para terceiros
350125,35,Aluguel de cartazes/outdoors publicitários
350126,35,Elaboração de currículos para terceiros
350127,35,Indexação na web para fins comerciais ou publicitários
350128,35,Administração de programas de viajantes frequentes
350129,35,Serviços de marcação de compromissos [funções de escritório]
