marca_base,ncl_base,spec_base,marca_rpi,ncl_rpi,spec_rpi,colide
MAX METALMECÂNICA,7,"turbinas hidráulicas;grampeador para uso ;esteira de transporte;centrífuga , , componente ou acessório;platinado para motor [ de qualquer motor] ;pressurizador elétrico;turbina a vapor;captador de fuligem [];câmara de pressão utilizada em lavadoras e s de lavar;camisa para motor;vácuo (bombas a -) [s];varredoras de rua (s -) [autopropulsoras];vedação (junções para -) [s de motor];s hidráulicas de carga;compressor para refrigeração de uso doméstico;condensador de vapor [];copo para freio [balanci",MAX FERRAMENTAS AUTOMOTIVAS,7,"de impacto , ;s para elevadores [s de s];elevador para lavagem de automóvel e para troca de ;elevadores [s];elevadores s para empilhar s;s [s de s];s portáteis, as de ;s-s;-s [s de s];retificadoras [s-s];s s [s-s];trocadores s de s para robôs ;",S
PROVÍNCIA BUFFET,39,"de refeições [delivery]; armazenagem, embalagem e de mercadorias (s s) desde que incluídos nesta classe.;",PROVÍNCIA BISTRÔ,35,comércio [através de qualquer meio] de bebidas alcoólicas;comércio [através de qualquer meio] de bebidas não alcoólicas;comércio [através de qualquer meio] de s s [aves e ovos];comércio [através de qualquer meio] de s s [carnes vermelhas];comércio [através de qualquer meio] de s s [doces];comércio [através de qualquer meio] de s s [grãos];comércio [através de qualquer meio] de s s [massas];comércio [através de qualquer meio] de s s [peixes];comércio [através de qualquer meio] de s s [sorvetes];c,S
PROVÍNCIA BUFFET,40,beneficiamento de alimentos;congelamento de alimentos;conservação de alimentos e bebidas;,PROVINCÍA BISTRÔ,30,arroz;bolos;espaguete;macarrão;massas alimentares;molho de tomate;molhos para massas alimentares;petits fours [pequenos doces ou salgados farináceos e assados];profiteroles;pudins;ravióli;tortas;,S
MAX EVENTOS,41,"aluguel de equipamento de ;aluguel de equipamentos para gravação de som;aluguel de salão de festas;decoração de festas, cerimônias e s;organização e realização de s de ;promotor de s [se s/culturais]; de informações sobre [lazer];serviços de ;serviços de técnico de iluminação para s;",MAX MUSIC BUSINESS,38,"¿especificação: serviços de transmissão de , vídeo e dados multimídia via internet (streaming de e vídeo em alta definição); difusão de programas musicais, s e de por rádio, televisão e satélite; broadcasting de shows, festivais, concertos e s musicais em tempo real (live streaming); de canais de comunicação online, salas de chat, redes sociais e fóruns para interação com fãs, seguidores e membros vip; transmissão de podcasts, videocasts e webinars de temática musical; serviços de comunicação po",S
MAX EVENTOS,41,"aluguel de equipamento de áudio;aluguel de equipamentos para gravação de som;aluguel de salão de festas;decoração de festas, cerimônias e s;organização e realização de s de entretenimento;promotor de s [se artísticos/culturais];provimento de informações sobre entretenimento [lazer];serviços de entretenimento;serviços de de iluminação para s;",MAX MUSIC BUSINESS,25,"¿especificação: vestuário, calçados e chapelaria; camisetas, moletons, bonés, jaquetas bordadas, coletes, blusões e calças com a identidade visual da marca max music business; uniformes profissionais para equipes de produção, s de som (roadies), seguranças e staff de turnês e s; roupas de palco, figurinos, máscaras e trajes personalizados para apresentações artísticas e cantores; cintos, luvas, echarpes, lenços e gravatas; calçados para performance, botas, tênis casuais e chinelos personalizados",S
MAX EVENTOS,41,"de de ; de s para gravação de som; de salão de festas;decoração de festas, cerimônias e eventos; e realização de eventos de ;promotor de eventos [se s/culturais];provimento de informações sobre [lazer];serviços de ;serviços de técnico de iluminação para eventos;",MAX MUSIC BUSINESS,35,"¿especificação: agenciamento, representação e gestão de carreira de artistas, cantores, músicos, modelos e influenciadores (seleção da taís souza); gestão de marcas e licenciamento de produtos e serviços para terceiros; serviços de marketing, publicidade, propaganda e promoção de vendas de obras musicais e audiovisuais; de feiras, exposições e congressos para fins comerciais ou publicitários; administração comercial de contratos de exclusividade, direitos de imagem e de performance artística; co",S
MAX EVENTOS,41,"aluguel de equipamento de áudio;aluguel de equipamentos para gravação de som;aluguel de salão de festas;decoração de festas, cerimônias e s;organização e realização de s de entretenimento;promotor de s [se s/culturais];provimento de informações sobre entretenimento [lazer];serviços de entretenimento;serviços de técnico de iluminação para s;",MAX MUSIC BUSINESS,21,"¿especificação: utensílios e recipientes para uso doméstico, de cozinha ou escritório; copos de vidro, canecas de porcelana, garrafas térmicas (squeezes), taças de cristal, pratos, louças e talheres personalizados com a marca max music business; artigos de vidro, porcelana e cerâmica não incluídos em outras classes; estatuetas, troféus, bustos e objetos de arte colecionáveis para premiações musicais, festivais e s s; itens de higiene, pentes e estojos de maquiagem para uso exclusivo em camarins ",S
MAX EVENTOS,41,"aluguel de equipamento de ;aluguel de equipamentos para de som;aluguel de salão de festas;decoração de festas, cerimônias e s; e de s de ;promotor de s [se artísticos/];provimento de informações sobre [lazer];serviços de ;serviços de técnico de iluminação para s;",MAX MUSIC BUSINESS,41,"¿especificação: serviços de estúdio de de som, imagem e dublagem; , produção e de shows, concertos, festivais, turnês artísticas e s ; produção fonográfica ( de músicas), edição de , mixagem e masterização; editoração musical, serviços de composição de letras, arranjos musicais e trilhas sonoras; de premiações, concursos de música e festivais de cinema; produção de filmes, documentários, séries audiovisuais e programas de ; workshops, cursos, seminários e treinamentos em técnica vocal, instrumen",S
MAX EVENTOS,41,"aluguel de equipamento de áudio;aluguel de equipamentos para de som;aluguel de salão de festas;decoração de festas, cerimônias e s;organização e realização de s de ;promotor de s [se s/];provimento de informações sobre [lazer];serviços de ;serviços de técnico de iluminação para s;",MAX MUSIC BUSINESS,36,"¿especificação: locação, arrendamento e administração de bens imóveis, estúdios de , escritórios e espaços para s musicais; arrendamento de instalações para gravadoras, produtoras e agências de ; serviços de consultoria financeira e gestão de ativos de propriedade intelectual; cobrança de aluguéis, royalties e taxas pelo uso licenciado das marcas e catálogos fonográficos do grupo; patrocínio financeiro de shows, festivais, turnês e projetos ; processamento de pagamentos, transações eletrônicas e",S
MAX EVENTOS,41,"aluguel de equipamento de áudio;aluguel de equipamentos para gravação de som;aluguel de salão de festas;decoração de festas, cerimônias e s;organização e realização de s de ;promotor de s [se artísticos/culturais];provimento de sobre [lazer];serviços de ;serviços de técnico de iluminação para s;",MAX MUSIC BUSINESS,45,"¿especificação: licenciamento de propriedade intelectual, marcas, patentes e direitos autorais musicais; gestão de direitos de exploração comercial de obras artísticas, fonogramas e catálogos musicais; monitoramento de identidade digital e proteção jurídica contra copiões, pirataria e uso indevido da marca; consultoria jurídica para estruturação de contratos de licenciamento, shows, parcerias e patrocínios; serviços de verificação de autenticidade de obras e ativos via blockchain; mediação e arb",S
MEGA ARMAÇÕES,6,"abraçadeira de fixação [ferragem]; abraçadeiras de metal; abraçadeiras de metal para cabos ou tubos; aço; aço estirado; aço fundido; aço galvanizado; aço laminado; aço não plano; aço para cimentação; aço, bruto ou semitrabalhado; aldrava de metal para s; algeroz ; alpaca [liga ]; alumínio; amortecedor para [ferragem]; andaimes de metal; anéis de metal *; anel de escora em metal; anel [ferragem]; arame farpado; articulação para [ferragem]; assoalhos de metal; azulejo de aço inoxidável; balaústres",MEGA MARMORES,19,"ardósia;balcão [varanda ou sacada];basalto;s para s, não s;bustos de pedra, ou mármore;s não s para s;estátuas de pedra, ou mármore;estatuetas de pedra, ou mármore;s não s para ;granito;s não s para ;s tumulares [lápides];lápides não s para túmulos;mármore;s [s] não s para ;s de lareira, não s;monumentos funerários não s;mosaicos para ;objetos de arte de pedra, ou mármore; não s para ; não substituível;pedra;pedra artificial;pedras de alvenaria;pedras de ;pilares, não s, para ;s não s;is não s;p",S
MEGA EQUIPAMENTOS GRÁFICOS,7,s tinteiros para máquinas de impressão; caixas para matrizes [impressão]; cilindros para impressão; clichês para impressão; impressoras 3d; máquina para estampar; máquinas para acabamento; máquinas para estampagem; máquinas para impressão; máquinas para impressão tipográfica; matrizes para impressão tipográfica; rolos de impressão para máquinas; impressor [máquina];,MEGA MOBILE STORE,35,"representação comercial de elétrico, eletrônico e térmico;",S
MEGA TELHAS ECO,40,"fabricação sob encomenda para terceiros de telhas e placas feitos com reciclado, desde que incluídos nesta classe.;",MEGA MARMORES,19,"ardósia;balcão [varanda ou sacada];basalto;batentes para portas, não metálicos;bustos de pedra, concreto ou mármore;degraus não metálicos para escadas;estátuas de pedra, concreto ou mármore;estatuetas de pedra, concreto ou mármore;estruturas não metálicas para construção;granito;ladrilhos não metálicos para construção;lajes tumulares [lápides];lápides não metálicas para túmulos;mármore;marquises [estruturas] não metálicas para construção;molduras de lareira, não metálicas;monumentos funerários n",S
METALÚRGICA SOLUÇÃO,6,aço (construções de -); bancos de para tornos; escora de porta de []; espiga (); metálica para cortina; forja; grampo de []; abraçadeira de fixação []; aço rápido para torno de grande velocidade; aço do; amortecedor para porta []; anel []; articulação metálica para janela []; borboleta []; porta-s de [vazias]; de ouro; dura de prata; tenazes [ de ]; ganchos [ metálica] para ardósia; ganchos [ de ]; janelas ( de para -); lingotes [urgia]; cavilhas []; cavilhas []; construções de ; construções tra,SOLUÇÃO A CASA DA BORRACHA,35,"comércio [através de qualquer meio] de artigos de ;comércio [através de qualquer meio] de s manuais;comércio [através de qualquer meio] de lubrificantes;comércio [através de qualquer meio] de máquinas-s;comércio [através de qualquer meio] de matérias para calafetar, vedar e isolar;comércio [através de qualquer meio] de motores [exceto os motores para veículos terrestres];comércio [através de qualquer meio] de preparações para temperar e r ;comércio [através de qualquer meio] de produtos de ;comé",S
METALÚRGICA SOLUÇÃO,6,aço (construções de -); bancos de metal para tornos; escora de porta de metal [ferragem]; espiga (ferragem); ferragem metálica para cortina; forja; grampo de metal [ferragem]; abraçadeira de fixação [ferragem]; aço rápido para torno de grande velocidade; aço soldado; amortecedor para porta [ferragem]; anel metálico [ferragem]; articulação metálica para janela [ferragem]; borboleta [ferragem]; porta-ferramentas de metal [vazias]; solda de ouro; soldadura de prata; tenazes [ferragem de metal]; gan,FILTROS SOLUÇÃO,37,"manutenção e reparo em máquinas e equipamentos de tratamento e de água e esgoto de gerador de hipoclorito de sódio e afins, execução e administração de obra, manutenção e reparação de máquina, aparelhos e elétricos, manutenção e reparação de geradores, transformadores e motores elétricos, instalação de máquinas e equipamentos industriais. instalação e montagem de máquinas, equipamentos e peças, inclusive montagem industrial.;",S
